"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","ID"
-0.0195476862777849,-0.0265413111975915,0.012247000826433,-0.00423794505033877,-0.0296421792938398,-0.0221113033577564,0.00128372370062091,0.00987882316750501,0.00639010759476213,0.00600089244933486,-0.0170718067323296,0.0310821661485509,-0.000321941982486657,0.0220977125954949,0.0386625214222637,-0.017198090119989,0.0458525256356307,0.0396160917519154,-0.0151378625836502,0.0184621523267985,0.00268896944759467,-0.0240374584791674,-0.0139555946423987,0.0168657986070803,0.0155575975427394,-0.019736242904397,-0.000344553753314025,0.0115135026600246,-3.62015976128624e-05,0.0053239869560529,0.0072213081793142,0.0220768411604299,-0.0127921312425889,-0.0277819133115642,0.0170464154070886,0.0228841704135892,0.0174410096798702,0.00324529878037783,0.0242346355485425,-0.0132308055319792,0.0205107298145094,0.0254015074500018,0.0105289208404884,-0.00236232321033656,-0.0427666648521786,-0.0321762306895965,-0.00122325066292412,0.00291054406180459,"chr019942514.1_289870"
-0.0274609066114108,-0.0418811356186123,0.0264098884604081,-0.0226634355863158,-0.0229026134688746,0.0126372021608136,-0.0126087512764361,0.00474993658374083,0.0214233866044362,0.03711305314109,0.0154904815786618,0.0368400697979843,0.0304957897966661,-0.0411778351581407,0.00272200588463617,-0.00907833979548989,0.0458665181269922,0.0031071359963605,0.0119537634937582,-0.0531477562646424,-0.0193405341682309,0.0422969363254975,0.0239784949592313,-0.0199806934934429,0.0271251409128069,-0.0344249692216979,-0.0138089236845242,0.0216899237800399,-0.0240389483799927,-0.0128329732459813,-0.00146056459056153,-0.0291539313881367,-0.00726656286406183,-0.011585998351063,-0.0191819188120028,0.00192482481772553,0.0411791204578768,-0.00731343302609959,-0.0105613736783928,-0.0334127233635525,-0.025936395018382,-0.00966047651702369,0.0205114164283121,-0.0153546201175108,-0.0354524301252759,-0.0272306866020747,0.0540342785865293,0.0111306823801716,"chr019942514.1_3964976"
-0.0151271889903092,-0.023793590757924,0.0177284127134659,0.00563426499100227,-0.00816985859662224,-0.00158079913737196,-0.0398190088695848,0.0188570556109271,-0.024837176952579,0.0100209824412414,-0.0187798093047707,-0.0163712103048818,0.00300736835644085,-0.00684334302897108,-0.0322429526520735,0.00812152726150443,0.00881522943240232,-0.00721757599013341,-0.00626884270259394,-0.0182815178316362,0.010498874201877,0.00250959368971743,0.0253396451643541,-0.0244758410865014,0.0309793967772305,-0.0198423198164642,0.0172174978185648,-0.0070351680844134,0.00919765227815041,0.001035633709447,0.0340540317826003,0.0154740136360024,-0.0511342487873899,0.0194131984809646,0.00567490538426288,0.0381365908208633,0.0125135577767322,0.00628294806062015,0.0211323906631772,0.0124587185554912,0.0242769964812277,-0.00605908301354886,0.0262584786791296,0.0413032462655985,0.00922620919326794,0.0164582253995535,-0.0148602360424843,-0.00239702894574749,"chr019942552.1_679158"
0.0226540741778406,-0.00966405370910016,-0.00145823718024686,-0.0018240440682535,-0.0264334439396152,0.0228632349854565,0.00423681473381325,-0.00462779482052513,0.0415116696780265,0.0200582680649749,-0.0267594127110976,0.0087894680218314,-0.0386534107519736,0.00685974380694569,-0.00197518271385907,0.0405253667989602,0.0113322020299983,-0.00684559965722517,0.0164925090812567,-0.00342007025936327,0.0416371567082588,0.0291265425495776,-0.018108132135887,-0.00656654291137207,0.0165736931145903,-0.00912875533319271,-0.00652064198008741,-0.0080465143569303,-0.00146352106434149,0.00296008558932046,-0.0196456178870642,-0.0198011274035465,0.013464933224609,-0.0038112255702362,-0.00369260408141504,-0.0329666882534946,-0.00963739096836394,0.0125941260102193,0.0176969410579945,0.0496571665429989,0.00196837355596249,0.00458183754548491,-0.000462275584349891,0.0284668081390938,0.00640020011978799,-0.00270292478682289,0.00120580736310619,-0.0116285800638118,"chr019942573.1_795239"
0.0329087530503718,0.02138756625393,0.0369397976792614,0.0187513912490521,-0.0257169508517942,-0.0484572984191472,-0.00388323387624039,-0.0102800141455357,0.0132895529748456,0.0103662259508093,-0.0209314717044653,0.00819999477521178,0.0311874712008914,-0.00632754945439605,-0.051024493785469,-0.0106394079472252,-0.00343064442036523,-0.0131444833700233,0.0203457232245652,-0.0287869688834972,0.0168770174411392,-0.0168081394479518,-0.0334592843018149,-0.0012688602499101,0.0118936749451203,0.0279875216775853,0.0391083969880126,0.00561272849802168,-0.0102455400148752,-0.02935416747264,0.0342638653541689,0.0174482625607012,-0.0191801818004691,0.0182126196758278,0.0103884430648306,-0.0430407581486637,-0.0192715398467965,-0.00529544480497239,-0.0149084001685932,0.0564498491094139,0.0090610732382894,0.0453023219545405,0.000989073574866916,0.0100473747261416,-0.0498816758789687,-0.0429024116186451,-0.00691245187192611,-0.00616676402290546,"chr019942587.1_711723"
0.035478340232436,0.00281542900111134,0.0307646088030872,0.00780534380785139,-0.00623798619607061,-0.0550851013438772,-0.0222534416451153,-0.0255303377962878,-0.0329064984064164,0.0083621038409522,-0.0172357824135975,0.0630531335353504,-0.00657073490645197,-0.00657343718133907,0.0163423626926793,0.0121777243272458,-0.029278500980332,-0.0147302182283438,-0.00989891644756339,0.00991154356239635,0.0239582651906223,0.0116579631272327,0.0396926568909811,0.0205399026855414,0.0110723922908473,0.0152646786675638,-0.0629991861705183,-0.0145727075542249,-0.0209828348483501,0.0191156117759448,0.0072466720541257,0.0225267475573237,-0.00831951067458953,-0.0106539746733738,-0.00387176835013196,0.0258655458993431,0.0169367419702223,0.0307897924519919,-0.0194252673621225,-0.0191147521037584,-0.00420233196354427,0.0105437354595213,0.0160405061932199,-0.0199342399659475,-0.0165758339423205,-0.0137228978611621,-0.00669138525303441,-0.0115559014014249,"chr019942607.1_52508"
0.0342399786869561,-0.0181786562627063,0.0252033131163825,-0.0254748672519685,0.041255974568249,-0.00514131494540295,0.00914822377180617,0.0392235477362525,-0.03053160631127,0.0308061463013755,-0.002436613507817,-0.00643282732297767,-0.000420597812347054,-0.00868955383159938,-0.0197813131344493,-0.0103148709213529,-0.0141341374583549,0.0232454339614089,0.0227952225239278,0.00379459072038446,0.0123107988788944,-0.0174795378539895,0.0111895894381922,-0.0140871278884758,0.0158813635473638,-0.0018097374470884,0.0209303258912469,-0.00552336282826677,0.00474630888695579,0.00387530750920803,-0.0238989297764676,0.0269478194018857,-0.0191183810753432,0.00411965317416977,0.0162081960439691,-0.0232127938698936,-0.00243511921758688,0.00473229377352107,-0.00402997284326784,-0.00991060014229804,0.00938565843571568,-0.014160050589539,-0.0111112899300445,-0.0108445161143885,0.000788310231097645,0.00931997769617375,-0.00351690617811768,-0.00310377339228091,"chr019942669.1_7272"
0.0327428585954778,-0.0200568373207579,0.00328366172753868,-0.0053384024622786,-0.000528636405097352,-0.0017598053973561,-0.0144462837971209,-0.0102275801964144,0.00157316338227099,0.00811126972333947,0.0283632514635041,0.0218901514075982,-0.0170220702471968,-0.00573753158189494,-0.0119407655836552,0.00671533461287915,-0.00515287167148416,-0.0183951044796056,-0.00515859574761262,0.000706912607875449,0.00247324258792362,0.0134436407614907,0.0140541283958602,-0.00745659960250396,0.00176829808254046,-0.00950564079885054,0.00693407485520851,-0.00209081603017114,0.0279218779640252,-0.0105328633810359,-0.00567738107005864,8.24286944609507e-05,0.00311862244926768,0.00285045828667958,0.017616871330597,-0.00551262823060134,0.0105776604451698,-0.0169673833810909,-0.0110377866137798,-0.0138833568933594,0.00364858654380327,0.0169316765823984,0.00432341456313031,0.00662828581970485,0.0370484134884603,-0.00551571591907221,-0.0171478464976988,-0.00507918563745056,"chr019942675.1_94768"
0.023684759961895,0.0340197710766722,0.0147137670217393,0.0034820213901382,-0.0207709894533415,-0.0156472784199427,0.00935338330763192,0.0114068006437,0.0307248717786744,0.0268558450759851,-0.0273390333838801,0.0011648682942508,0.0255362854398022,-0.0107673711656615,0.0271221545029626,0.0127824893671366,0.00900937640708993,0.0218377763552636,-0.00870743510621571,-0.0247667028668788,0.0191965243413714,-0.00402095375388023,-0.0169692402102833,-0.003894864823622,-0.0142401267362799,0.000479225684280882,0.00415593526709836,-0.00317296531857388,0.0234326753662064,-0.00391990596720578,-0.0195638575597207,0.0106186004775223,0.0096485223324065,-0.00865412307503594,-0.00425560897011083,-0.000986841942097333,-0.005237352011452,-0.0138268924593843,0.0129805459544604,0.00516815574964794,-0.00246860995179496,-0.00351758418418634,-0.00695058494889151,0.00228119754120901,-0.00803541230317624,-0.0193169682728754,-0.00486013513570863,0.00862059369001473,"chr019942675.1_95207"
-0.0133373575194589,-0.0103341733863243,0.025897528792792,-0.0129605988309997,-0.0096479337176783,-0.0325966664595751,-0.000425102033111808,0.0349923033230296,-0.0133777060527711,-0.0058983157394875,-0.0086505542407208,0.0234820944365553,0.00504881128857978,-0.00847785034977906,0.0251688443579251,-0.0355187034454093,0.00252805988814666,-0.0017645435702914,0.0136865986675348,-0.00103148216331814,-0.0198445675738797,1.57470446785421e-05,0.0239556643539796,0.0180078087394929,0.0090317340374382,-0.0138829585542223,-0.00898650794409038,0.0299955247688788,0.00786353444798488,0.00245343258319258,-0.00970246051626019,0.0013882933258556,-0.00438727791718219,-0.00198709075087465,-0.00106995798449309,0.00121761029858135,-0.0263774285465486,-0.00241033682810341,0.0257326654444927,0.0230535600007435,-0.0223715529821599,0.0101994173992483,0.017034510080121,-0.0039877327783485,-0.0068061791930007,-0.0255278883056235,0.00141367969572762,-0.00874887181876101,"chr019942711.1_306316"
